Piece,Rotation,Flip,Row,Col,Turn
Piece.STRAIGHT_STATION,Rotation.R90,False,0,2,1
Piece.RAILWAY_T,Rotation.I,False,0,3,1
Piece.HIGHWAY_CORNER,Rotation.R90,False,0,0,1
Piece.HIGHWAY_T,Rotation.I,False,0,1,1
Piece.RAILWAY_T,Rotation.R270,False,0,4,2
Piece.RAILWAY_T,Rotation.R90,False,1,4,2
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,3,4,2
Piece.STRAIGHT_STATION,Rotation.I,False,2,4,2
Piece.RAILWAY_CORNER,Rotation.R90,False,5,6,3
Piece.HIGHWAY_CORNER,Rotation.R90,False,4,4,3
Piece.STRAIGHT_STATION,Rotation.R90,False,4,5,3
Piece.RAILWAY_T,Rotation.R180,False,4,6,3
Piece.RAILWAY_CORNER,Rotation.R270,False,1,6,4
Piece.RAILWAY_T,Rotation.I,False,1,5,4
Piece.HIGHWAY_T,Rotation.I,False,3,6,4
Piece.STRAIGHT_STATION,Rotation.I,False,2,6,4
Piece.HIGHWAY_T,Rotation.R180,False,6,6,5
Piece.RAILWAY_CORNER,Rotation.R180,False,6,3,5
Piece.RAILWAY_T,Rotation.R180,False,6,4,5
Piece.STRAIGHT_STATION,Rotation.R180,False,0,5,5
Piece.THREE_H_JUNCTION,Rotation.R90,False,6,5,5
Piece.CORNER_JUNCTION,Rotation.R270,False,3,0,6
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,0,6
Piece.RAILWAY_CORNER,Rotation.R270,False,1,0,6
Piece.STRAIGHT_STATION,Rotation.R270,False,3,5,6
Piece.RAILWAY_STRAIGHT,Rotation.I,False,2,0,6
Piece.CROSS_JUNCTION,Rotation.I,False,5,0,7
Piece.RAILWAY_CORNER,Rotation.I,False,3,2,7
Piece.HIGHWAY_CORNER,Rotation.R90,False,6,0,7
Piece.HIGHWAY_CORNER,Rotation.R270,False,6,1,7
Piece.OVERPASS,Rotation.I,False,3,1,7
