Piece,Rotation,Flip,Row,Col,Turn
Piece.RAILWAY_CORNER,Rotation.I,False,1,3,1
Piece.HIGHWAY_CORNER,Rotation.R90,False,0,2,1
Piece.OVERPASS,Rotation.R90,False,0,3,1
Piece.HIGHWAY_CORNER,Rotation.I,False,0,4,1
Piece.RAILWAY_CORNER,Rotation.R180,False,1,2,2
Piece.HIGHWAY_CORNER,Rotation.R90,False,3,3,2
Piece.RAILWAY_CORNER,Rotation.R90,False,2,2,2
Piece.CORNER_STATION,Rotation.R270,False,2,3,2
Piece.RAILWAY_T,Rotation.I,False,1,6,3
Piece.RAILWAY_T,Rotation.I,False,1,5,3
Piece.STRAIGHT_STATION,Rotation.R180,False,0,5,3
Piece.RAILWAY_T,Rotation.R90,False,0,6,3
Piece.OVERPASS,Rotation.I,False,4,4,4
Piece.RAILWAY_CORNER,Rotation.R180,False,1,4,4
Piece.HIGHWAY_CORNER,Rotation.R270,False,3,4,4
Piece.RAILWAY_CORNER,Rotation.R90,False,2,4,4
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,5,6,5
Piece.THREE_H_JUNCTION,Rotation.R270,False,5,5,5
Piece.HIGHWAY_T,Rotation.I,False,5,4,5
Piece.OVERPASS,Rotation.I,False,6,5,5
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,4,3,5
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,0,6
Piece.THREE_R_JUNCTION,Rotation.R180,False,4,5,6
Piece.HIGHWAY_CORNER,Rotation.R90,False,5,2,6
Piece.OVERPASS,Rotation.I,False,4,2,6
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,5,3,6
Piece.RAILWAY_CORNER,Rotation.R270,False,2,5,7
Piece.CORNER_JUNCTION,Rotation.R180,False,3,6,7
Piece.HIGHWAY_CORNER,Rotation.R270,False,3,2,7
Piece.RAILWAY_T,Rotation.R90,False,3,5,7
Piece.OVERPASS,Rotation.R90,False,3,1,7
