Piece,Rotation,Flip,Row,Col,Turn
Piece.RAILWAY_T,Rotation.R270,False,0,2,1
Piece.RAILWAY_STRAIGHT,Rotation.I,False,1,2,1
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,0,0,1
Piece.OVERPASS,Rotation.I,False,0,1,1
Piece.RAILWAY_CORNER,Rotation.R90,False,2,1,2
Piece.RAILWAY_T,Rotation.R270,False,2,2,2
Piece.STRAIGHT_STATION,Rotation.R180,False,1,1,2
Piece.RAILWAY_STRAIGHT,Rotation.I,False,3,2,2
Piece.HIGHWAY_T,Rotation.R90,False,3,3,3
Piece.RAILWAY_T,Rotation.I,False,4,2,3
Piece.OVERPASS,Rotation.I,False,4,3,3
Piece.HIGHWAY_T,Rotation.R270,False,3,4,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,5,4
Piece.CORNER_STATION,Rotation.I,True,4,4,4
Piece.HIGHWAY_T,Rotation.R90,False,2,3,4
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,4,4
Piece.RAILWAY_CORNER,Rotation.R180,False,1,6,5
Piece.RAILWAY_STRAIGHT,Rotation.I,False,5,1,5
Piece.RAILWAY_CORNER,Rotation.R180,False,4,1,5
Piece.THREE_H_JUNCTION,Rotation.R180,False,2,6,5
Piece.STRAIGHT_STATION,Rotation.I,False,6,1,5
Piece.RAILWAY_T,Rotation.I,False,6,6,6
Piece.RAILWAY_T,Rotation.R90,False,5,6,6
Piece.HIGHWAY_T,Rotation.R90,False,3,6,6
Piece.CROSS_JUNCTION,Rotation.I,False,6,5,6
Piece.STRAIGHT_STATION,Rotation.R180,False,4,6,6
Piece.CORNER_JUNCTION,Rotation.R180,False,1,3,7
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,6,2,7
Piece.RAILWAY_STRAIGHT,Rotation.I,False,0,3,7
Piece.RAILWAY_T,Rotation.R180,False,6,3,7
Piece.OVERPASS,Rotation.I,False,6,4,7
