Piece,Rotation,Flip,Row,Col,Turn
Piece.RAILWAY_CORNER,Rotation.R90,False,5,6,1
Piece.RAILWAY_CORNER,Rotation.R180,False,0,0,1
Piece.CORNER_STATION,Rotation.I,True,0,1,1
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,1,1
Piece.OVERPASS,Rotation.R90,False,3,0,2
Piece.RAILWAY_T,Rotation.I,False,5,0,2
Piece.RAILWAY_T,Rotation.R270,False,1,0,2
Piece.RAILWAY_STRAIGHT,Rotation.I,False,2,0,2
Piece.CORNER_STATION,Rotation.R90,True,0,3,3
Piece.RAILWAY_CORNER,Rotation.R90,False,4,0,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,0,4,3
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,5,3
Piece.HIGHWAY_T,Rotation.R270,False,5,5,4
Piece.STRAIGHT_STATION,Rotation.R270,False,4,4,4
Piece.HIGHWAY_T,Rotation.R180,False,4,5,4
Piece.RAILWAY_CORNER,Rotation.R180,False,4,3,4
Piece.RAILWAY_CORNER,Rotation.R90,False,6,2,5
Piece.THREE_H_JUNCTION,Rotation.R90,False,5,1,5
Piece.RAILWAY_CORNER,Rotation.I,False,6,3,5
Piece.OVERPASS,Rotation.R90,False,5,2,5
Piece.RAILWAY_CORNER,Rotation.R270,False,4,2,5
Piece.RAILWAY_T,Rotation.R90,False,1,6,6
Piece.HIGHWAY_T,Rotation.R90,False,3,6,6
Piece.HIGHWAY_T,Rotation.I,False,0,5,6
Piece.OVERPASS,Rotation.R90,False,5,3,6
Piece.CORNER_JUNCTION,Rotation.I,False,4,6,6
Piece.CROSS_JUNCTION,Rotation.I,False,4,1,7
Piece.RAILWAY_T,Rotation.I,False,2,6,7
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,5,4,7
Piece.HIGHWAY_T,Rotation.R270,False,3,1,7
Piece.CORNER_STATION,Rotation.R270,True,0,6,7
