Piece,Rotation,Flip,Row,Col,Turn
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,1,1,1
Piece.OVERPASS,Rotation.R90,False,0,0,1
Piece.RAILWAY_T,Rotation.I,False,1,0,1
Piece.HIGHWAY_CORNER,Rotation.I,False,0,1,1
Piece.RAILWAY_CORNER,Rotation.R270,False,1,2,2
Piece.HIGHWAY_T,Rotation.R270,False,3,3,2
Piece.OVERPASS,Rotation.R90,False,2,2,2
Piece.HIGHWAY_T,Rotation.R180,False,2,3,2
Piece.STRAIGHT_STATION,Rotation.R90,False,3,0,3
Piece.RAILWAY_CORNER,Rotation.I,False,3,2,3
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,3,1,3
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,3,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,1,4
Piece.RAILWAY_CORNER,Rotation.R180,False,1,6,4
Piece.RAILWAY_CORNER,Rotation.R90,False,2,6,4
Piece.STRAIGHT_STATION,Rotation.R270,False,2,0,4
Piece.CROSS_JUNCTION,Rotation.I,False,5,6,5
Piece.RAILWAY_CORNER,Rotation.R180,False,5,5,5
Piece.HIGHWAY_CORNER,Rotation.R180,False,3,6,5
Piece.STRAIGHT_STATION,Rotation.I,False,6,5,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,6,5
Piece.RAILWAY_T,Rotation.R180,False,5,1,6
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,5,2,6
Piece.OVERPASS,Rotation.I,False,5,3,6
Piece.THREE_H_JUNCTION,Rotation.R180,False,6,1,6
Piece.HIGHWAY_CORNER,Rotation.R270,False,2,4,6
