Piece,Rotation,Flip,Row,Col,Turn
Piece.OVERPASS,Rotation.R90,False,3,0,1
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,2,1
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,1,1
Piece.RAILWAY_T,Rotation.R180,False,2,0,1
Piece.OVERPASS,Rotation.R90,False,4,0,2
Piece.HIGHWAY_T,Rotation.R180,False,3,3,2
Piece.HIGHWAY_T,Rotation.R270,False,4,4,2
Piece.HIGHWAY_CORNER,Rotation.R90,False,4,3,2
Piece.RAILWAY_T,Rotation.R270,False,5,0,3
Piece.RAILWAY_CORNER,Rotation.R90,False,6,0,3
Piece.CORNER_STATION,Rotation.R270,False,6,1,3
Piece.HIGHWAY_CORNER,Rotation.R270,False,3,4,3
Piece.OVERPASS,Rotation.R90,False,6,6,4
Piece.HIGHWAY_T,Rotation.R90,False,6,4,4
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,5,4,4
Piece.HIGHWAY_T,Rotation.R180,False,6,5,4
Piece.CORNER_STATION,Rotation.I,True,2,1,5
Piece.THREE_H_JUNCTION,Rotation.R90,False,1,1,5
Piece.RAILWAY_T,Rotation.I,False,1,0,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,1,5
Piece.RAILWAY_T,Rotation.R90,False,0,2,6
Piece.CORNER_JUNCTION,Rotation.R180,False,0,3,6
Piece.CORNER_STATION,Rotation.I,False,1,2,6
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,0,4,6
Piece.HIGHWAY_CORNER,Rotation.I,False,0,5,6
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,3,7
Piece.RAILWAY_T,Rotation.R90,False,5,6,7
Piece.THREE_R_JUNCTION,Rotation.R90,False,3,6,7
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,3,7
Piece.OVERPASS,Rotation.R90,False,4,6,7
