Move,Piece,Rotation,Flip,Row,Col
0,Piece.RAILWAY_CORNER,Rotation.R270,False,5,1
0,Piece.HIGHWAY_CORNER,Rotation.R180,False,2,5
0,Piece.CROSS_JUNCTION,Rotation.I,False,5,0
0,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,0
0,Piece.STRAIGHT_STATION,Rotation.I,False,6,1
1,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,1
1,Piece.RAILWAY_CORNER,Rotation.R270,False,5,1
1,Piece.CROSS_JUNCTION,Rotation.I,False,5,0
1,Piece.HIGHWAY_CORNER,Rotation.I,False,6,0
1,Piece.STRAIGHT_STATION,Rotation.I,False,6,1
2,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,1
2,Piece.CROSS_JUNCTION,Rotation.I,False,5,0
2,Piece.RAILWAY_CORNER,Rotation.R180,False,2,6
2,Piece.STRAIGHT_STATION,Rotation.I,False,6,1
2,Piece.HIGHWAY_CORNER,Rotation.R180,False,2,0
3,Piece.RAILWAY_CORNER,Rotation.R90,False,5,6
3,Piece.HIGHWAY_CORNER,Rotation.R180,False,2,5
3,Piece.CORNER_JUNCTION,Rotation.I,False,2,6
3,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,1
3,Piece.STRAIGHT_STATION,Rotation.R270,False,4,3
4,Piece.HIGHWAY_CORNER,Rotation.R270,False,3,0
4,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,0
4,Piece.CROSS_JUNCTION,Rotation.I,False,5,0
4,Piece.RAILWAY_CORNER,Rotation.R180,False,2,6
4,Piece.STRAIGHT_STATION,Rotation.I,False,6,1
5,Piece.STRAIGHT_STATION,Rotation.R180,False,6,3
5,Piece.CROSS_JUNCTION,Rotation.I,False,5,0
5,Piece.RAILWAY_CORNER,Rotation.R270,False,2,6
5,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,5,3
5,Piece.HIGHWAY_CORNER,Rotation.R180,False,4,3
6,Piece.STRAIGHT_STATION,Rotation.R90,False,5,6
6,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,5
6,Piece.HIGHWAY_CORNER,Rotation.R180,False,5,5
6,Piece.RAILWAY_CORNER,Rotation.R180,False,2,6
6,Piece.THREE_H_JUNCTION,Rotation.R270,False,6,5
7,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,1
7,Piece.STRAIGHT_STATION,Rotation.R180,False,6,3
7,Piece.CROSS_JUNCTION,Rotation.I,False,5,0
7,Piece.RAILWAY_CORNER,Rotation.R270,False,2,6
7,Piece.HIGHWAY_CORNER,Rotation.R180,False,4,3
8,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,1
8,Piece.RAILWAY_CORNER,Rotation.R270,False,5,1
8,Piece.HIGHWAY_CORNER,Rotation.R270,False,2,5
8,Piece.CROSS_JUNCTION,Rotation.I,False,5,0
8,Piece.STRAIGHT_STATION,Rotation.I,False,6,1
9,Piece.RAILWAY_CORNER,Rotation.I,False,6,6
9,Piece.STRAIGHT_STATION,Rotation.R90,False,5,6
9,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,5
9,Piece.HIGHWAY_CORNER,Rotation.R180,False,5,5
9,Piece.THREE_H_JUNCTION,Rotation.R270,False,6,5
10,Piece.RAILWAY_CORNER,Rotation.R90,False,5,6
10,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,1
10,Piece.CROSS_JUNCTION,Rotation.I,False,5,0
10,Piece.STRAIGHT_STATION,Rotation.I,False,6,1
10,Piece.HIGHWAY_CORNER,Rotation.R180,False,2,0
11,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,1
11,Piece.RAILWAY_CORNER,Rotation.R270,False,5,1
11,Piece.HIGHWAY_CORNER,Rotation.R180,False,4,0
11,Piece.CROSS_JUNCTION,Rotation.I,False,5,0
11,Piece.STRAIGHT_STATION,Rotation.I,False,6,1
12,Piece.CROSS_JUNCTION,Rotation.I,False,5,1
12,Piece.STRAIGHT_STATION,Rotation.R180,False,6,3
12,Piece.RAILWAY_CORNER,Rotation.R270,False,2,6
12,Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,1
12,Piece.HIGHWAY_CORNER,Rotation.R180,False,4,3
13,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,1
13,Piece.STRAIGHT_STATION,Rotation.R180,False,6,3
13,Piece.RAILWAY_CORNER,Rotation.R270,False,5,0
13,Piece.THREE_H_JUNCTION,Rotation.R180,False,6,0
13,Piece.HIGHWAY_CORNER,Rotation.R270,False,6,1
14,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,1
14,Piece.STRAIGHT_STATION,Rotation.R180,False,6,3
14,Piece.CROSS_JUNCTION,Rotation.I,False,5,0
14,Piece.RAILWAY_CORNER,Rotation.R270,False,2,6
14,Piece.HIGHWAY_CORNER,Rotation.R270,False,6,1
15,Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,1
15,Piece.STRAIGHT_STATION,Rotation.R180,False,6,3
15,Piece.CROSS_JUNCTION,Rotation.I,False,5,0
15,Piece.RAILWAY_CORNER,Rotation.R180,False,2,6
15,Piece.HIGHWAY_CORNER,Rotation.R180,False,4,3
