Piece,Rotation,Flip,Row,Col,Turn
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,0,2,1
Piece.RAILWAY_CORNER,Rotation.I,False,1,1,1
Piece.HIGHWAY_CORNER,Rotation.R180,False,0,0,1
Piece.OVERPASS,Rotation.I,False,1,0,1
Piece.CORNER_JUNCTION,Rotation.I,False,0,1,1
Piece.RAILWAY_STRAIGHT,Rotation.I,False,1,3,2
Piece.HIGHWAY_T,Rotation.I,False,3,0,2
Piece.RAILWAY_JUNCTION,Rotation.I,False,0,3,2
Piece.HIGHWAY_T,Rotation.R270,False,2,0,2
Piece.RAILWAY_CORNER,Rotation.R90,False,3,3,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6,3
Piece.THREE_R_JUNCTION,Rotation.R270,False,2,3,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,5,3
Piece.STRAIGHT_STATION,Rotation.R270,False,3,4,3
Piece.HIGHWAY_CORNER,Rotation.R270,False,3,2,4
Piece.OVERPASS,Rotation.I,False,4,2,4
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,1,4
Piece.RAILWAY_T,Rotation.I,False,4,3,4
Piece.HIGHWAY_T,Rotation.R270,False,6,2,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,5,2,5
Piece.OVERPASS,Rotation.R90,False,6,0,5
Piece.HIGHWAY_T,Rotation.R180,False,6,1,5
