Piece,Rotation,Flip,Row,Col,Turn
Piece.OVERPASS,Rotation.R90,False,3,0,1
Piece.RAILWAY_CORNER,Rotation.I,False,4,0,1
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,1,1
Piece.RAILWAY_CORNER,Rotation.R270,False,2,0,1
Piece.STRAIGHT_STATION,Rotation.R90,False,3,3,2
Piece.RAILWAY_STRAIGHT,Rotation.I,False,4,4,2
Piece.HIGHWAY_T,Rotation.R180,False,3,2,2
Piece.RAILWAY_CORNER,Rotation.R270,False,3,4,2
Piece.STRAIGHT_STATION,Rotation.R180,False,6,3,3
Piece.HIGHWAY_CORNER,Rotation.R90,False,4,2,3
Piece.HIGHWAY_T,Rotation.R270,False,5,3,3
Piece.HIGHWAY_CORNER,Rotation.R270,False,4,3,3
Piece.HIGHWAY_T,Rotation.R270,False,6,2,4
Piece.HIGHWAY_CORNER,Rotation.R180,False,5,2,4
Piece.STRAIGHT_STATION,Rotation.R270,False,6,0,4
Piece.HIGHWAY_T,Rotation.R180,False,6,1,4
Piece.HIGHWAY_T,Rotation.I,False,0,2,5
Piece.THREE_H_JUNCTION,Rotation.R180,False,0,3,5
Piece.OVERPASS,Rotation.R90,False,0,4,5
Piece.HIGHWAY_CORNER,Rotation.I,False,0,5,5
Piece.HIGHWAY_T,Rotation.R90,False,0,1,5
Piece.OVERPASS,Rotation.I,False,5,6,6
Piece.RAILWAY_CORNER,Rotation.R180,False,5,5,6
Piece.RAILWAY_CORNER,Rotation.R90,False,6,4,6
Piece.CORNER_JUNCTION,Rotation.R180,False,6,5,6
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,6,6
