Piece,Rotation,Flip,Row,Col,Turn
Piece.THREE_R_JUNCTION,Rotation.R270,False,3,0,1
Piece.RAILWAY_CORNER,Rotation.I,False,1,1,1
Piece.RAILWAY_T,Rotation.R180,False,1,0,1
Piece.STRAIGHT_STATION,Rotation.R180,False,0,1,1
Piece.RAILWAY_T,Rotation.R270,False,2,0,1
Piece.CROSS_JUNCTION,Rotation.I,False,5,1,2
Piece.OVERPASS,Rotation.R90,False,4,0,2
Piece.RAILWAY_T,Rotation.I,False,5,0,2
Piece.HIGHWAY_CORNER,Rotation.R270,False,4,1,2
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,1,2
Piece.RAILWAY_CORNER,Rotation.R90,False,6,2,3
Piece.RAILWAY_CORNER,Rotation.R270,False,6,3,3
Piece.STRAIGHT_STATION,Rotation.I,False,3,2,3
Piece.CORNER_JUNCTION,Rotation.R90,False,5,2,3
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,2,3
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,1,6,4
Piece.CORNER_STATION,Rotation.R90,False,1,5,4
Piece.RAILWAY_CORNER,Rotation.R270,False,2,2,4
Piece.HIGHWAY_T,Rotation.R270,False,0,5,4
Piece.CORNER_STATION,Rotation.R180,True,3,3,5
Piece.HIGHWAY_CORNER,Rotation.I,False,5,3,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,3,5
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,3,4,5
Piece.RAILWAY_T,Rotation.R90,False,0,3,6
Piece.RAILWAY_CORNER,Rotation.R270,False,2,5,6
Piece.STRAIGHT_STATION,Rotation.R270,False,3,6,6
Piece.RAILWAY_T,Rotation.I,False,3,5,6
