Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,0,1
Piece.RAILWAY_STRAIGHT,Rotation.I,False,2,2,1
Piece.RAILWAY_CORNER,Rotation.I,False,3,2,1
Piece.STRAIGHT_STATION,Rotation.R90,False,3,1,1
Piece.STRAIGHT_STATION,Rotation.R270,False,1,3,2
Piece.RAILWAY_CORNER,Rotation.R180,False,1,2,2
Piece.HIGHWAY_T,Rotation.R180,False,1,4,2
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,4,2
Piece.HIGHWAY_CORNER,Rotation.R180,False,3,3,3
Piece.RAILWAY_T,Rotation.I,False,4,2,3
Piece.CORNER_STATION,Rotation.I,True,4,3,3
Piece.HIGHWAY_CORNER,Rotation.I,False,3,4,3
Piece.OVERPASS,Rotation.I,False,2,5,4
Piece.HIGHWAY_T,Rotation.R270,False,1,5,4
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,2,6,4
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5,4
Piece.CORNER_STATION,Rotation.R90,False,5,6,5
Piece.HIGHWAY_JUNCTION,Rotation.I,False,3,6,5
Piece.HIGHWAY_T,Rotation.R90,False,3,5,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,6,5
Piece.HIGHWAY_CORNER,Rotation.R270,False,5,1,6
Piece.HIGHWAY_CORNER,Rotation.R180,False,4,0,6
Piece.THREE_H_JUNCTION,Rotation.R90,False,5,0,6
Piece.STRAIGHT_STATION,Rotation.R90,False,4,1,6
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,1,6
Piece.STRAIGHT_STATION,Rotation.R180,False,5,5,7
Piece.RAILWAY_CORNER,Rotation.R180,False,6,3,7
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,6,4,7
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,5,7
Piece.THREE_R_JUNCTION,Rotation.R180,False,6,5,7
