Piece,Rotation,Flip,Row,Col,Turn
Piece.CORNER_STATION,Rotation.R270,True,1,2,1
Piece.RAILWAY_CORNER,Rotation.I,False,2,2,1
Piece.HIGHWAY_CORNER,Rotation.R90,False,1,1,1
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,1,1
Piece.OVERPASS,Rotation.I,False,2,1,2
Piece.HIGHWAY_T,Rotation.R180,False,3,2,2
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,2,2
Piece.HIGHWAY_CORNER,Rotation.R90,False,3,1,2
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,3,3
Piece.RAILWAY_T,Rotation.R180,False,2,0,3
Piece.CORNER_STATION,Rotation.I,False,3,4,3
Piece.RAILWAY_STRAIGHT,Rotation.I,False,2,4,3
Piece.OVERPASS,Rotation.R90,False,3,0,4
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,2,4
Piece.RAILWAY_T,Rotation.I,False,4,0,4
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,5,2,4
Piece.THREE_R_JUNCTION,Rotation.R180,False,5,1,5
Piece.HIGHWAY_CORNER,Rotation.R90,False,3,6,5
Piece.OVERPASS,Rotation.I,False,5,0,5
Piece.RAILWAY_CORNER,Rotation.R270,False,4,1,5
Piece.HIGHWAY_CORNER,Rotation.I,False,6,0,5
Piece.CROSS_JUNCTION,Rotation.I,False,1,6,6
Piece.RAILWAY_CORNER,Rotation.R180,False,6,3,6
Piece.RAILWAY_CORNER,Rotation.R90,False,1,5,6
Piece.STRAIGHT_STATION,Rotation.R180,False,0,5,6
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,1,6
Piece.RAILWAY_CORNER,Rotation.I,False,6,6,7
Piece.RAILWAY_CORNER,Rotation.R180,False,5,6,7
Piece.RAILWAY_JUNCTION,Rotation.I,False,6,4,7
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,6,7
Piece.OVERPASS,Rotation.I,False,6,5,7
