Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_CORNER,Rotation.R180,False,3,3,1
Piece.RAILWAY_STRAIGHT,Rotation.I,False,6,3,1
Piece.STRAIGHT_STATION,Rotation.R180,False,5,3,1
Piece.HIGHWAY_T,Rotation.R270,False,4,3,1
Piece.RAILWAY_T,Rotation.I,False,5,1,2
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,5,0,2
Piece.CORNER_STATION,Rotation.R180,False,4,1,2
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,4,2,2
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6,3
Piece.HIGHWAY_T,Rotation.I,False,3,5,3
Piece.OVERPASS,Rotation.R90,False,3,4,3
Piece.RAILWAY_STRAIGHT,Rotation.I,False,2,4,3
Piece.RAILWAY_T,Rotation.R270,False,6,2,4
Piece.HIGHWAY_CORNER,Rotation.R180,False,2,5,4
Piece.RAILWAY_CORNER,Rotation.R270,False,5,2,4
Piece.CORNER_STATION,Rotation.R180,True,6,1,4
Piece.CROSS_JUNCTION,Rotation.I,False,1,6,5
Piece.RAILWAY_STRAIGHT,Rotation.I,False,4,4,5
Piece.HIGHWAY_CORNER,Rotation.I,False,2,6,5
Piece.HIGHWAY_T,Rotation.R90,False,0,6,5
Piece.THREE_H_JUNCTION,Rotation.R270,False,1,5,6
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,4,6
Piece.STRAIGHT_STATION,Rotation.R180,False,1,4,6
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5,6
