Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_T,Rotation.I,False,3,0,1
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,5,0,1
Piece.RAILWAY_CORNER,Rotation.R270,False,1,0,1
Piece.STRAIGHT_STATION,Rotation.I,False,2,0,1
Piece.RAILWAY_CORNER,Rotation.I,False,0,3,2
Piece.HIGHWAY_CORNER,Rotation.R90,False,0,5,2
Piece.STRAIGHT_STATION,Rotation.I,False,6,1,2
Piece.HIGHWAY_CORNER,Rotation.R270,False,0,6,2
Piece.HIGHWAY_T,Rotation.R90,False,3,6,3
Piece.OVERPASS,Rotation.R90,False,3,2,3
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,6,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,1,3
Piece.HIGHWAY_CORNER,Rotation.I,False,6,6,4
Piece.OVERPASS,Rotation.I,False,5,6,4
Piece.HIGHWAY_CORNER,Rotation.R270,False,3,3,4
Piece.RAILWAY_T,Rotation.R180,False,5,5,4
Piece.RAILWAY_STRAIGHT,Rotation.I,False,2,2,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,6,5
Piece.THREE_H_JUNCTION,Rotation.R180,False,6,5,5
Piece.OVERPASS,Rotation.I,False,5,3,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,3,5
Piece.STRAIGHT_STATION,Rotation.R90,False,0,2,6
Piece.CROSS_JUNCTION,Rotation.I,False,1,6,6
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,5,2,6
Piece.RAILWAY_CORNER,Rotation.I,False,4,2,6
Piece.HIGHWAY_CORNER,Rotation.R90,False,0,1,6
Piece.RAILWAY_CORNER,Rotation.R270,False,5,1,7
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,4,7
Piece.CORNER_JUNCTION,Rotation.R90,False,6,3,7
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,4,7
Piece.CORNER_STATION,Rotation.I,True,5,4,7
