Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_CORNER,Rotation.R90,False,0,2,1
Piece.OVERPASS,Rotation.R90,False,0,3,1
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,1,1,1
Piece.RAILWAY_T,Rotation.I,False,1,0,1
Piece.HIGHWAY_CORNER,Rotation.I,False,1,5,2
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,0,4,2
Piece.STRAIGHT_STATION,Rotation.R270,False,1,4,2
Piece.HIGHWAY_T,Rotation.R270,False,0,5,2
Piece.RAILWAY_STRAIGHT,Rotation.I,False,6,3,3
Piece.HIGHWAY_T,Rotation.R180,False,6,0,3
Piece.CORNER_STATION,Rotation.I,True,0,1,3
Piece.HIGHWAY_CORNER,Rotation.R270,False,6,1,3
Piece.RAILWAY_CORNER,Rotation.R270,False,4,4,4
Piece.CORNER_STATION,Rotation.R90,True,6,4,4
Piece.RAILWAY_T,Rotation.R270,False,5,4,4
Piece.HIGHWAY_T,Rotation.R180,False,6,5,4
Piece.OVERPASS,Rotation.R90,False,3,3,5
Piece.THREE_R_JUNCTION,Rotation.R180,False,2,2,5
Piece.HIGHWAY_CORNER,Rotation.R90,False,3,2,5
Piece.RAILWAY_T,Rotation.R270,False,2,3,5
Piece.RAILWAY_CORNER,Rotation.R90,False,4,3,5
Piece.RAILWAY_JUNCTION,Rotation.I,False,1,3,6
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,6,6
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,1,2,6
Piece.RAILWAY_T,Rotation.R90,False,0,0,6
Piece.STRAIGHT_STATION,Rotation.R90,False,3,4,6
Piece.OVERPASS,Rotation.I,False,5,1,7
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,5,0,7
Piece.CROSS_JUNCTION,Rotation.I,False,5,2,7
Piece.HIGHWAY_CORNER,Rotation.R270,False,4,2,7
Piece.RAILWAY_T,Rotation.R180,False,5,3,7
