Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_T,Rotation.I,False,0,2,1
Piece.CORNER_STATION,Rotation.I,True,1,1,1
Piece.HIGHWAY_CORNER,Rotation.I,False,0,5,1
Piece.HIGHWAY_T,Rotation.R90,False,0,1,1
Piece.OVERPASS,Rotation.R90,False,3,0,2
Piece.RAILWAY_CORNER,Rotation.I,False,5,0,2
Piece.RAILWAY_T,Rotation.R180,False,1,0,2
Piece.HIGHWAY_CORNER,Rotation.I,False,3,1,2
Piece.RAILWAY_T,Rotation.R90,False,1,3,3
Piece.OVERPASS,Rotation.R90,False,0,3,3
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,2,2,3
Piece.RAILWAY_CORNER,Rotation.I,False,2,3,3
Piece.RAILWAY_CORNER,Rotation.R180,False,1,6,4
Piece.OVERPASS,Rotation.I,False,2,5,4
Piece.HIGHWAY_T,Rotation.R180,False,0,4,4
Piece.RAILWAY_CORNER,Rotation.I,False,2,6,4
Piece.CORNER_STATION,Rotation.R90,False,5,6,5
Piece.RAILWAY_STRAIGHT,Rotation.I,False,4,0,5
Piece.HIGHWAY_T,Rotation.R180,False,3,6,5
Piece.CORNER_JUNCTION,Rotation.R90,False,1,4,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,6,5
Piece.THREE_R_JUNCTION,Rotation.R180,False,2,1,6
Piece.STRAIGHT_STATION,Rotation.R270,False,3,3,6
Piece.HIGHWAY_CORNER,Rotation.R270,False,1,5,6
Piece.HIGHWAY_T,Rotation.I,False,3,5,6
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,4,6
