Piece,Rotation,Flip,Row,Col,Turn
Piece.CORNER_STATION,Rotation.I,True,1,1,1
Piece.RAILWAY_T,Rotation.R180,False,1,0,1
Piece.HIGHWAY_T,Rotation.R90,False,0,1,1
Piece.RAILWAY_CORNER,Rotation.I,False,2,0,1
Piece.HIGHWAY_CORNER,Rotation.R270,False,0,2,2
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,2,2
Piece.STRAIGHT_STATION,Rotation.R180,False,2,2,2
Piece.RAILWAY_T,Rotation.R90,False,3,2,2
Piece.STRAIGHT_STATION,Rotation.R270,False,3,3,3
Piece.HIGHWAY_CORNER,Rotation.I,False,4,4,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,4,3,3
Piece.HIGHWAY_CORNER,Rotation.R270,False,3,4,3
Piece.CORNER_STATION,Rotation.R270,True,3,0,4
Piece.RAILWAY_T,Rotation.I,False,4,0,4
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,4,1,4
Piece.RAILWAY_T,Rotation.R270,False,4,2,4
Piece.THREE_R_JUNCTION,Rotation.R270,False,6,2,5
Piece.RAILWAY_T,Rotation.R180,False,6,3,5
Piece.RAILWAY_STRAIGHT,Rotation.I,False,5,2,5
Piece.HIGHWAY_CORNER,Rotation.R180,False,6,1,5
Piece.RAILWAY_CORNER,Rotation.I,False,5,5,6
Piece.CORNER_JUNCTION,Rotation.R180,False,6,4,6
Piece.RAILWAY_CORNER,Rotation.R180,False,5,4,6
Piece.CORNER_STATION,Rotation.R180,False,4,5,6
Piece.HIGHWAY_CORNER,Rotation.R270,False,6,5,6
