Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_CORNER,Rotation.I,False,1,2,1
Piece.HIGHWAY_CORNER,Rotation.R90,False,1,1,1
Piece.RAILWAY_T,Rotation.I,False,0,0,1
Piece.OVERPASS,Rotation.I,False,0,1,1
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,3,2
Piece.STRAIGHT_STATION,Rotation.I,False,0,3,2
Piece.HIGHWAY_CORNER,Rotation.R90,False,3,3,2
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,3,2
Piece.HIGHWAY_CORNER,Rotation.I,False,4,4,3
Piece.RAILWAY_CORNER,Rotation.R90,False,5,3,3
Piece.CORNER_STATION,Rotation.R180,False,4,3,3
Piece.HIGHWAY_T,Rotation.R270,False,3,4,3
Piece.RAILWAY_CORNER,Rotation.R90,False,1,6,4
Piece.STRAIGHT_STATION,Rotation.I,False,6,4,4
Piece.RAILWAY_CORNER,Rotation.R270,False,5,4,4
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,4,4
Piece.CORNER_STATION,Rotation.R180,True,0,4,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,4,5
Piece.CROSS_JUNCTION,Rotation.I,False,0,5,5
Piece.RAILWAY_CORNER,Rotation.R270,False,0,6,5
Piece.THREE_R_JUNCTION,Rotation.R270,False,3,0,6
Piece.RAILWAY_T,Rotation.R270,False,5,1,6
Piece.RAILWAY_STRAIGHT,Rotation.I,False,4,0,6
Piece.RAILWAY_T,Rotation.I,False,5,0,6
Piece.STRAIGHT_STATION,Rotation.I,False,6,1,6
