Piece,Rotation,Flip,Row,Col,Turn
Piece.OVERPASS,Rotation.R90,False,3,0,1
Piece.RAILWAY_CORNER,Rotation.I,False,4,0,1
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,1,1
Piece.RAILWAY_CORNER,Rotation.R270,False,2,0,1
Piece.STRAIGHT_STATION,Rotation.R90,False,3,3,2
Piece.RAILWAY_STRAIGHT,Rotation.I,False,4,4,2
Piece.HIGHWAY_T,Rotation.I,False,3,2,2
Piece.RAILWAY_CORNER,Rotation.R270,False,3,4,2
Piece.HIGHWAY_T,Rotation.R90,False,1,3,3
Piece.STRAIGHT_STATION,Rotation.I,False,0,3,3
Piece.HIGHWAY_CORNER,Rotation.R180,False,2,2,3
Piece.HIGHWAY_CORNER,Rotation.I,False,2,3,3
Piece.HIGHWAY_T,Rotation.R90,False,0,4,4
Piece.HIGHWAY_CORNER,Rotation.I,False,1,4,4
Piece.HIGHWAY_T,Rotation.I,False,0,5,4
Piece.STRAIGHT_STATION,Rotation.R90,False,0,6,4
Piece.HIGHWAY_CORNER,Rotation.R270,False,5,5,5
Piece.HIGHWAY_T,Rotation.R90,False,6,4,5
Piece.CORNER_JUNCTION,Rotation.R180,False,5,4,5
Piece.HIGHWAY_T,Rotation.R270,False,6,5,5
Piece.STRAIGHT_STATION,Rotation.R90,False,6,2,6
Piece.RAILWAY_JUNCTION,Rotation.I,False,6,3,6
Piece.RAILWAY_CORNER,Rotation.R180,False,5,3,6
Piece.HIGHWAY_CORNER,Rotation.R180,False,6,1,6
