Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_CORNER,Rotation.R90,False,1,1,1
Piece.OVERPASS,Rotation.R90,False,0,0,1
Piece.RAILWAY_CORNER,Rotation.I,False,1,0,1
Piece.HIGHWAY_CORNER,Rotation.R270,False,0,1,1
Piece.RAILWAY_CORNER,Rotation.R90,False,1,6,2
Piece.HIGHWAY_CORNER,Rotation.I,False,1,2,2
Piece.CORNER_STATION,Rotation.R90,False,0,5,2
Piece.RAILWAY_CORNER,Rotation.R270,False,0,6,2
Piece.RAILWAY_T,Rotation.R90,False,6,6,3
Piece.RAILWAY_T,Rotation.R180,False,5,6,3
Piece.RAILWAY_T,Rotation.R180,False,5,5,3
Piece.STRAIGHT_STATION,Rotation.I,False,6,5,3
Piece.HIGHWAY_CORNER,Rotation.R270,False,3,3,4
Piece.RAILWAY_CORNER,Rotation.R270,False,4,4,4
Piece.RAILWAY_CORNER,Rotation.R90,False,5,4,4
Piece.OVERPASS,Rotation.I,False,4,3,4
Piece.HIGHWAY_T,Rotation.R180,False,3,0,5
Piece.THREE_R_JUNCTION,Rotation.I,False,4,0,5
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,4,1,5
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,4,2,5
Piece.OVERPASS,Rotation.I,False,6,2,6
Piece.HIGHWAY_CORNER,Rotation.R180,False,5,1,6
Piece.RAILWAY_CORNER,Rotation.R270,False,6,3,6
Piece.HIGHWAY_CORNER,Rotation.I,False,5,3,6
Piece.CROSS_JUNCTION,Rotation.I,False,6,1,6
