Piece,Rotation,Flip,Row,Col,Turn
Piece.RAILWAY_STRAIGHT,Rotation.I,False,1,3,1
Piece.OVERPASS,Rotation.I,False,0,2,1
Piece.RAILWAY_T,Rotation.R270,False,0,3,1
Piece.RAILWAY_STRAIGHT,Rotation.I,False,2,3,1
Piece.RAILWAY_CORNER,Rotation.R90,False,3,3,2
Piece.STRAIGHT_STATION,Rotation.R270,False,3,6,2
Piece.RAILWAY_T,Rotation.I,False,3,5,2
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,3,4,2
Piece.HIGHWAY_T,Rotation.R270,False,1,2,3
Piece.HIGHWAY_T,Rotation.R90,False,1,1,3
Piece.RAILWAY_T,Rotation.I,False,0,0,3
Piece.OVERPASS,Rotation.I,False,0,1,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,0,4
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,1,4
Piece.CORNER_STATION,Rotation.R90,False,2,2,4
Piece.HIGHWAY_T,Rotation.R270,False,3,1,4
Piece.RAILWAY_CORNER,Rotation.R180,False,1,6,5
Piece.RAILWAY_JUNCTION,Rotation.I,False,2,5,5
Piece.RAILWAY_STRAIGHT,Rotation.I,False,1,5,5
Piece.RAILWAY_CORNER,Rotation.I,False,2,6,5
Piece.STRAIGHT_STATION,Rotation.R180,False,0,5,5
Piece.CROSS_JUNCTION,Rotation.I,False,5,1,6
Piece.RAILWAY_T,Rotation.I,False,5,0,6
Piece.OVERPASS,Rotation.I,False,4,1,6
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,4,2,6
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,4,3,6
