Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_T,Rotation.I,False,3,0,1
Piece.RAILWAY_T,Rotation.I,False,0,0,1
Piece.OVERPASS,Rotation.I,False,0,1,1
Piece.HIGHWAY_T,Rotation.R270,False,2,0,1
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,0,2,2
Piece.HIGHWAY_CORNER,Rotation.I,False,3,2,2
Piece.CORNER_STATION,Rotation.R270,False,1,0,2
Piece.HIGHWAY_T,Rotation.I,False,3,1,2
Piece.RAILWAY_CORNER,Rotation.R90,False,3,3,3
Piece.HIGHWAY_T,Rotation.R90,False,2,2,3
Piece.HIGHWAY_T,Rotation.R90,False,0,5,3
Piece.OVERPASS,Rotation.R90,False,2,3,3
Piece.RAILWAY_STRAIGHT,Rotation.I,False,1,3,4
Piece.HIGHWAY_CORNER,Rotation.R90,False,3,6,4
Piece.HIGHWAY_T,Rotation.R270,False,2,6,4
Piece.OVERPASS,Rotation.R90,False,2,4,4
Piece.THREE_H_JUNCTION,Rotation.R270,False,1,6,5
Piece.RAILWAY_T,Rotation.R270,False,0,3,5
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,5,5
Piece.CORNER_STATION,Rotation.R180,False,1,4,5
Piece.HIGHWAY_CORNER,Rotation.R270,False,0,6,5
Piece.OVERPASS,Rotation.I,False,2,1,6
Piece.HIGHWAY_T,Rotation.R270,False,1,2,6
Piece.HIGHWAY_T,Rotation.I,False,1,5,6
Piece.HIGHWAY_JUNCTION,Rotation.I,False,1,1,6
Piece.RAILWAY_T,Rotation.R270,False,3,4,6
