Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_CORNER,Rotation.R270,False,0,2,1
Piece.CORNER_STATION,Rotation.I,True,1,1,1
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,1,0,1
Piece.HIGHWAY_T,Rotation.R90,False,0,1,1
Piece.OVERPASS,Rotation.I,False,1,2,2
Piece.HIGHWAY_CORNER,Rotation.I,False,3,3,2
Piece.HIGHWAY_T,Rotation.R90,False,2,2,2
Piece.HIGHWAY_CORNER,Rotation.R270,False,2,3,2
Piece.RAILWAY_T,Rotation.I,False,4,4,3
Piece.HIGHWAY_CORNER,Rotation.R180,False,3,2,3
Piece.CORNER_STATION,Rotation.R90,False,4,2,3
Piece.RAILWAY_T,Rotation.R180,False,4,3,3
Piece.STRAIGHT_STATION,Rotation.I,False,5,5,4
Piece.RAILWAY_CORNER,Rotation.R270,False,4,5,4
Piece.HIGHWAY_T,Rotation.R90,False,6,5,4
Piece.RAILWAY_STRAIGHT,Rotation.I,False,3,4,4
Piece.THREE_R_JUNCTION,Rotation.I,False,1,3,5
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,6,5
Piece.STRAIGHT_STATION,Rotation.I,False,0,3,5
Piece.RAILWAY_T,Rotation.R180,False,1,4,5
Piece.RAILWAY_STRAIGHT,Rotation.I,False,2,4,5
Piece.RAILWAY_T,Rotation.I,False,1,6,6
Piece.OVERPASS,Rotation.I,False,1,5,6
Piece.HIGHWAY_T,Rotation.R90,False,0,5,6
Piece.THREE_H_JUNCTION,Rotation.I,False,0,6,6
Piece.HIGHWAY_T,Rotation.R180,False,6,2,7
Piece.CROSS_JUNCTION,Rotation.R90,False,6,3,7
Piece.CORNER_STATION,Rotation.R270,True,6,4,7
Piece.RAILWAY_STRAIGHT,Rotation.I,False,5,3,7
Piece.HIGHWAY_CORNER,Rotation.R180,False,6,1,7
