Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_CORNER,Rotation.I,False,0,2,1
Piece.HIGHWAY_CORNER,Rotation.I,False,1,1,1
Piece.STRAIGHT_STATION,Rotation.R270,False,1,0,1
Piece.HIGHWAY_T,Rotation.R90,False,0,1,1
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,2,2
Piece.RAILWAY_CORNER,Rotation.R270,False,5,0,2
Piece.CORNER_STATION,Rotation.R90,True,6,0,2
Piece.HIGHWAY_T,Rotation.R180,False,6,1,2
Piece.CORNER_STATION,Rotation.R180,True,5,6,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,3,3
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,4,3
Piece.HIGHWAY_CORNER,Rotation.R270,False,6,5,3
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,6,4
Piece.RAILWAY_CORNER,Rotation.R90,False,0,3,4
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,0,4,4
Piece.CORNER_STATION,Rotation.I,True,0,5,4
Piece.RAILWAY_CORNER,Rotation.R180,False,1,6,5
Piece.THREE_R_JUNCTION,Rotation.R90,False,3,6,5
Piece.RAILWAY_STRAIGHT,Rotation.I,False,2,6,5
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,3,5,5
Piece.STRAIGHT_STATION,Rotation.R90,False,3,4,5
Piece.STRAIGHT_STATION,Rotation.R90,False,3,0,6
Piece.HIGHWAY_CORNER,Rotation.R90,False,4,1,6
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,2,6
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,4,2,6
Piece.CORNER_JUNCTION,Rotation.R180,False,3,1,6
Piece.HIGHWAY_JUNCTION,Rotation.I,False,3,3,7
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,4,4,7
Piece.STRAIGHT_STATION,Rotation.R270,False,2,2,7
Piece.HIGHWAY_CORNER,Rotation.R270,False,2,3,7
Piece.HIGHWAY_T,Rotation.I,False,4,3,7
