Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_CORNER,Rotation.I,False,1,1,1
Piece.RAILWAY_T,Rotation.R180,False,0,0,1
Piece.THREE_R_JUNCTION,Rotation.R90,False,1,0,1
Piece.OVERPASS,Rotation.I,False,0,1,1
Piece.RAILWAY_STRAIGHT,Rotation.I,False,2,0,1
Piece.CORNER_STATION,Rotation.I,False,3,0,2
Piece.RAILWAY_T,Rotation.I,False,0,2,2
Piece.RAILWAY_T,Rotation.I,False,0,3,2
Piece.THREE_H_JUNCTION,Rotation.R90,False,0,4,2
Piece.HIGHWAY_CORNER,Rotation.I,False,0,5,2
Piece.RAILWAY_CORNER,Rotation.R90,False,5,6,3
Piece.CROSS_JUNCTION,Rotation.I,False,1,6,3
Piece.HIGHWAY_T,Rotation.R90,False,3,6,3
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,6,3
Piece.STRAIGHT_STATION,Rotation.R180,False,4,6,3
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,1,5,4
Piece.OVERPASS,Rotation.I,False,1,4,4
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,6,4
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,4,4
Piece.RAILWAY_STRAIGHT,Rotation.I,False,3,3,5
Piece.OVERPASS,Rotation.I,False,4,4,5
Piece.RAILWAY_CORNER,Rotation.R90,False,4,3,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,3,4,5
Piece.RAILWAY_T,Rotation.R90,False,1,3,6
Piece.HIGHWAY_CORNER,Rotation.R90,False,5,4,6
Piece.RAILWAY_STRAIGHT,Rotation.I,False,2,3,6
Piece.OVERPASS,Rotation.I,False,6,5,6
