Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_T,Rotation.R270,False,3,0,1
Piece.HIGHWAY_CORNER,Rotation.I,False,0,5,1
Piece.RAILWAY_T,Rotation.R270,False,1,0,1
Piece.STRAIGHT_STATION,Rotation.I,False,2,0,1
Piece.RAILWAY_T,Rotation.I,False,5,6,2
Piece.RAILWAY_T,Rotation.R180,False,5,5,2
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,6,2
Piece.STRAIGHT_STATION,Rotation.I,False,6,5,2
Piece.RAILWAY_CORNER,Rotation.I,False,0,3,3
Piece.STRAIGHT_STATION,Rotation.R180,False,4,0,3
Piece.RAILWAY_T,Rotation.I,False,5,0,3
Piece.HIGHWAY_CORNER,Rotation.R180,False,6,1,3
Piece.STRAIGHT_STATION,Rotation.R90,False,0,2,4
Piece.RAILWAY_T,Rotation.R180,False,4,4,4
Piece.RAILWAY_CORNER,Rotation.R90,False,5,4,4
Piece.HIGHWAY_T,Rotation.R90,False,0,1,4
Piece.HIGHWAY_T,Rotation.I,False,6,2,5
Piece.STRAIGHT_STATION,Rotation.R270,False,5,1,5
Piece.THREE_H_JUNCTION,Rotation.R180,False,5,2,5
Piece.RAILWAY_CORNER,Rotation.R180,False,4,2,5
Piece.RAILWAY_T,Rotation.R180,False,4,3,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,4,6
Piece.THREE_R_JUNCTION,Rotation.R90,False,3,5,6
Piece.RAILWAY_STRAIGHT,Rotation.I,False,5,3,6
Piece.RAILWAY_CORNER,Rotation.R90,False,3,4,6
Piece.STRAIGHT_STATION,Rotation.R180,False,2,4,6
Piece.OVERPASS,Rotation.R90,False,6,3,7
Piece.HIGHWAY_CORNER,Rotation.R180,False,0,4,7
Piece.HIGHWAY_CORNER,Rotation.R270,False,6,4,7
Piece.RAILWAY_JUNCTION,Rotation.I,False,4,5,7
Piece.RAILWAY_CORNER,Rotation.R270,False,4,6,7
