Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_CORNER,Rotation.I,False,1,1,1
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,0,0,1
Piece.STRAIGHT_STATION,Rotation.R270,False,1,0,1
Piece.HIGHWAY_T,Rotation.R270,False,0,1,1
Piece.RAILWAY_CORNER,Rotation.R90,False,5,6,2
Piece.RAILWAY_STRAIGHT,Rotation.I,False,3,6,2
Piece.RAILWAY_CORNER,Rotation.R180,False,2,6,2
Piece.OVERPASS,Rotation.R90,False,4,6,2
Piece.RAILWAY_CORNER,Rotation.R270,False,4,0,3
Piece.RAILWAY_T,Rotation.R270,False,5,0,3
Piece.OVERPASS,Rotation.R90,False,6,0,3
Piece.HIGHWAY_CORNER,Rotation.R270,False,6,1,3
Piece.RAILWAY_CORNER,Rotation.R90,False,1,6,4
Piece.HIGHWAY_T,Rotation.I,False,0,4,4
Piece.HIGHWAY_T,Rotation.I,False,0,5,4
Piece.CORNER_STATION,Rotation.R270,True,0,6,4
Piece.HIGHWAY_T,Rotation.R90,False,1,3,5
Piece.THREE_H_JUNCTION,Rotation.R180,False,0,3,5
Piece.STRAIGHT_STATION,Rotation.R180,False,3,3,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,2,3,5
Piece.RAILWAY_CORNER,Rotation.I,False,4,3,5
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,5,5,6
Piece.HIGHWAY_CORNER,Rotation.R90,False,4,4,6
Piece.HIGHWAY_JUNCTION,Rotation.I,False,4,5,6
Piece.STRAIGHT_STATION,Rotation.R90,False,4,2,6
Piece.HIGHWAY_T,Rotation.R270,False,6,5,6
