Move,Piece,Rotation,Flip,Row,Col
0,Piece.HIGHWAY_CORNER,Rotation.R180,False,6,2
0,Piece.THREE_R_JUNCTION,Rotation.R270,False,6,3
0,Piece.RAILWAY_STRAIGHT,Rotation.R90,False,6,4
0,Piece.CORNER_STATION,Rotation.R270,False,6,5
0,Piece.RAILWAY_STRAIGHT,Rotation.I,False,5,3
1,Piece.RAILWAY_STRAIGHT,Rotation.I,False,4,4
1,Piece.THREE_R_JUNCTION,Rotation.R90,False,6,4
1,Piece.RAILWAY_STRAIGHT,Rotation.I,False,5,4
1,Piece.HIGHWAY_CORNER,Rotation.R270,False,6,5
1,Piece.CORNER_STATION,Rotation.R270,True,3,4
2,Piece.RAILWAY_STRAIGHT,Rotation.I,False,4,4
2,Piece.CORNER_JUNCTION,Rotation.R180,False,6,4
2,Piece.RAILWAY_STRAIGHT,Rotation.I,False,5,4
2,Piece.HIGHWAY_CORNER,Rotation.R270,False,6,5
2,Piece.CORNER_STATION,Rotation.R270,True,3,4
3,Piece.HIGHWAY_CORNER,Rotation.R90,False,6,2
3,Piece.THREE_R_JUNCTION,Rotation.R270,False,6,3
3,Piece.RAILWAY_STRAIGHT,Rotation.R90,False,6,4
3,Piece.CORNER_STATION,Rotation.R270,False,6,5
3,Piece.RAILWAY_STRAIGHT,Rotation.I,False,5,3
4,Piece.RAILWAY_JUNCTION,Rotation.I,False,6,3
4,Piece.RAILWAY_STRAIGHT,Rotation.R90,False,6,4
4,Piece.CORNER_STATION,Rotation.R270,False,6,5
4,Piece.RAILWAY_STRAIGHT,Rotation.I,False,5,3
