Piece,Rotation,Flip,Row,Col,Turn
Piece.OVERPASS,Rotation.R90,False,0,2,1
Piece.RAILWAY_STRAIGHT,Rotation.I,False,1,2,1
Piece.RAILWAY_T,Rotation.I,False,2,2,1
Piece.HIGHWAY_CORNER,Rotation.R90,False,0,1,1
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,3,2
Piece.STRAIGHT_STATION,Rotation.R270,False,2,3,2
Piece.HIGHWAY_T,Rotation.R270,False,3,4,2
Piece.HIGHWAY_CORNER,Rotation.R270,False,2,4,2
Piece.HIGHWAY_CORNER,Rotation.I,False,4,4,3
Piece.RAILWAY_STRAIGHT,Rotation.I,False,3,2,3
Piece.CORNER_STATION,Rotation.R90,True,4,2,3
Piece.HIGHWAY_T,Rotation.R180,False,4,3,3
Piece.CORNER_STATION,Rotation.R270,False,5,1,4
Piece.RAILWAY_CORNER,Rotation.R270,False,4,0,4
Piece.RAILWAY_T,Rotation.I,False,5,0,4
Piece.HIGHWAY_T,Rotation.R270,False,6,1,4
Piece.RAILWAY_CORNER,Rotation.R90,False,1,3,5
Piece.CROSS_JUNCTION,Rotation.R90,False,0,3,5
Piece.OVERPASS,Rotation.R90,False,0,4,5
Piece.RAILWAY_T,Rotation.I,False,1,4,5
Piece.HIGHWAY_CORNER,Rotation.I,False,0,5,5
Piece.RAILWAY_T,Rotation.R180,False,1,6,6
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,1,5,6
Piece.THREE_R_JUNCTION,Rotation.R90,False,3,6,6
Piece.STRAIGHT_STATION,Rotation.R270,False,6,0,6
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,5,6
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,5,5,7
Piece.RAILWAY_JUNCTION,Rotation.I,False,2,6,7
Piece.HIGHWAY_T,Rotation.R90,False,4,5,7
Piece.CORNER_STATION,Rotation.R180,True,3,5,7
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,4,6,7
