Piece,Rotation,Flip,Row,Col,Turn
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,1,1,1
Piece.OVERPASS,Rotation.R90,False,0,0,1
Piece.RAILWAY_CORNER,Rotation.I,False,1,0,1
Piece.HIGHWAY_T,Rotation.R270,False,0,1,1
Piece.HIGHWAY_T,Rotation.I,False,2,1,2
Piece.RAILWAY_STRAIGHT,Rotation.I,False,3,3,2
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,2,2,2
Piece.CORNER_STATION,Rotation.R270,True,2,3,2
Piece.CORNER_STATION,Rotation.R270,False,5,1,3
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,5,0,3
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,6,1,3
Piece.RAILWAY_STRAIGHT,Rotation.I,False,4,3,3
Piece.CORNER_STATION,Rotation.R90,True,6,3,4
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,6,4,4
Piece.HIGHWAY_T,Rotation.R180,False,6,5,4
Piece.RAILWAY_T,Rotation.R270,False,5,3,4
Piece.HIGHWAY_STRAIGHT,Rotation.R90,False,3,0,5
Piece.RAILWAY_T,Rotation.R180,False,3,2,5
Piece.RAILWAY_JUNCTION,Rotation.I,False,5,2,5
Piece.RAILWAY_STRAIGHT,Rotation.I,False,4,2,5
Piece.STRAIGHT_STATION,Rotation.R90,False,3,1,5
Piece.THREE_H_JUNCTION,Rotation.R270,False,5,6,6
Piece.RAILWAY_CORNER,Rotation.R90,False,2,5,6
Piece.HIGHWAY_T,Rotation.R90,False,3,6,6
Piece.OVERPASS,Rotation.I,False,2,6,6
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,4,6,6
