Piece,Rotation,Flip,Row,Col,Turn
Piece.RAILWAY_STRAIGHT,Rotation.I,False,0,3,1
Piece.CORNER_STATION,Rotation.R180,False,0,0,1
Piece.RAILWAY_T,Rotation.I,False,1,0,1
Piece.HIGHWAY_CORNER,Rotation.I,False,0,1,1
Piece.RAILWAY_CORNER,Rotation.R90,False,2,1,2
Piece.OVERPASS,Rotation.I,False,2,2,2
Piece.RAILWAY_CORNER,Rotation.R270,False,1,1,2
Piece.HIGHWAY_T,Rotation.I,False,3,2,2
Piece.HIGHWAY_T,Rotation.R180,False,3,0,3
Piece.CORNER_STATION,Rotation.R180,True,1,2,3
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,2,3,3
Piece.RAILWAY_CORNER,Rotation.I,False,2,4,3
Piece.RAILWAY_CORNER,Rotation.R90,False,5,6,4
Piece.RAILWAY_T,Rotation.R180,False,1,6,4
Piece.STRAIGHT_STATION,Rotation.R180,False,4,0,4
Piece.RAILWAY_CORNER,Rotation.I,False,5,0,4
Piece.HIGHWAY_CORNER,Rotation.R180,False,2,5,5
Piece.CROSS_JUNCTION,Rotation.R90,False,3,6,5
Piece.OVERPASS,Rotation.R90,False,2,6,5
Piece.RAILWAY_CORNER,Rotation.R180,False,1,4,5
Piece.RAILWAY_T,Rotation.R90,False,4,6,5
Piece.HIGHWAY_CORNER,Rotation.R270,False,3,3,6
Piece.RAILWAY_T,Rotation.R90,False,6,3,6
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,1,5,6
Piece.CORNER_JUNCTION,Rotation.R90,False,3,5,6
Piece.CORNER_STATION,Rotation.R180,True,3,4,6
