Piece,Rotation,Flip,Row,Col,Turn
Piece.RAILWAY_CORNER,Rotation.R180,False,6,3,1
Piece.RAILWAY_CORNER,Rotation.I,False,1,1,1
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,1,0,1
Piece.STRAIGHT_STATION,Rotation.R180,False,0,1,1
Piece.CORNER_STATION,Rotation.I,False,6,6,2
Piece.RAILWAY_CORNER,Rotation.R180,False,5,6,2
Piece.RAILWAY_CORNER,Rotation.I,False,0,3,2
Piece.HIGHWAY_T,Rotation.R90,False,6,5,2
Piece.CORNER_STATION,Rotation.R270,True,3,0,3
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,1,6,3
Piece.RAILWAY_T,Rotation.R90,False,4,0,3
Piece.RAILWAY_T,Rotation.I,False,5,0,3
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,5,1,4
Piece.HIGHWAY_CORNER,Rotation.R270,False,5,5,4
Piece.CORNER_STATION,Rotation.R90,False,1,5,4
Piece.HIGHWAY_STRAIGHT,Rotation.I,False,0,5,4
Piece.CORNER_STATION,Rotation.R270,False,4,4,5
Piece.HIGHWAY_T,Rotation.R90,False,5,4,5
Piece.CORNER_JUNCTION,Rotation.R180,False,5,2,5
Piece.RAILWAY_CORNER,Rotation.R180,False,4,2,5
Piece.RAILWAY_STRAIGHT,Rotation.R90,False,4,3,5
Piece.HIGHWAY_CORNER,Rotation.I,False,6,2,6
Piece.STRAIGHT_STATION,Rotation.I,False,2,2,6
Piece.CROSS_JUNCTION,Rotation.I,False,4,1,6
Piece.HIGHWAY_CORNER,Rotation.I,False,3,2,6
Piece.HIGHWAY_CORNER,Rotation.R180,False,3,1,6
Piece.RAILWAY_T,Rotation.R90,False,0,2,7
Piece.OVERPASS,Rotation.R90,False,1,2,7
Piece.THREE_R_JUNCTION,Rotation.I,False,6,4,7
Piece.HIGHWAY_CORNER,Rotation.I,False,5,3,7
Piece.HIGHWAY_CORNER,Rotation.R180,False,6,1,7
